This is the data file for OSRIC™.  This consists of creatures and treasure from the core rulebook.
You can use this with some of the tools here that allow for data files to be input. You may only want to use 
this file if you want to customize your creations. You may have no electrum in your land or maybe you want to 
remove the chance of dinosaurs from appearing. You may want to add custom monsters and items. Anything is possible.

This is published under the Open Game License Version 1.0a (which can be found at http://www.wizardawn.com/rpg/lic_ogl.html)
and is in compliance with the OSRIC™ Open License (which can be found at http://www.wizardawn.com/rpg/lic_osric.html).

"OSRIC", "Osric" and "O.S.R.I.C." are trademarks of Matthew Finch and Stuart Marshall

Below are the codes used for the creatures' terrain types...

DG = Dungeon
PF = Forest
PH = Hills
PM = Mountains
PP = Plains
PS = Swamp
PD = Desert
FW = Freshwater
SW = Sea
CF = Snowy Forest
CH = Snowy Hills
CM = Snowy Mountains
CP = Snowy Plains
TF = Jungle/Tropics Forest
TH = Jungle/Tropics Hills
TM = Jungle/Tropics Mountains
TS = Jungle/Tropics Swamp

--BEGIN--
ACHAIERAI	PFXPHXPMXPSXTFXTHXTMXTS	14	1	Freq: Very Rare; #ENC: 1d8; SIZE: Large (16 ft tall); MOVE: 180 ft; AC: 8 or -1 (see page); HD: 40 hp (body), 15 hp (each leg); ATK: 3; DMG: 1d8/1d8/1d10; SA: None; SD: Poison cloud; MR: 35%; LAIR: None; INT: Average; AL: CE; XP: 2,750; TRS: 1d10x1,000 cp (5%), 1d12x1,000 sp (25%), 1d6x1,000 ep (25%), 1d8x1,000 gp (25%), 1d12 gems (15%), 1d8 jewelry (10%) and 3 magic items and 1 scroll (25%).; BOOK: OSRIC-259
GOLEM, FLESH	DG	8	1	Freq: Very Rare; #ENC: 1; SIZE: Large (7 1/2 ft tall); MOVE: 80 ft; AC: 9; HD: 40 hp; ATK: 2; DMG: 2d8/2d8; SA: See Page; SD: See Page; MR: See Page; LAIR: None; INT: Semi-; AL: N; XP: 2,180; TRS: None; BOOK: OSRIC-231
GOLEM, IRON	DG	11	1	Freq: Very Rare; #ENC: 1; SIZE: Large (12 ft tall); MOVE: 60 ft; AC: 3; HD: 80 hp; ATK: 1; DMG: 4d10; SA: See Page; SD: See Page; MR: See Page; LAIR: None; INT: Non-; AL: N; XP: 8,550; TRS: None; BOOK: OSRIC-231
GOLEM, STONE	DG	10	1	Freq: Very Rare; #ENC: 1; SIZE: Large (9 1/2 ft tall); MOVE: 60 ft; AC: 5; HD: 60 hp; ATK: 1; DMG: 3d8; SA: See Page; SD: See Page; MR: See Page; LAIR: None; INT: Non-; AL: N; XP: 4,040; TRS: None; BOOK: OSRIC-231
GORGIMERA	DGXPDXPHXPMXTHXTM	12	1	Freq: Very Rare; #ENC: 1; SIZE: Large; MOVE: 120 ft, 150 ft flying (AA: level II); AC: 3; HD: 10+1; ATK: 5; DMG: 1d3/1d3/2d4/2d6/3d4; SA: Breathing fire to a 60 ft for 3d8 damage. The gorgon; SD: None; MR: Standard; LAIR: 30%; INT: Semi-; AL: CE; XP: 2,250+14/hp; TRS: 1d20x1,000 sp (20%) , 1d12x1,000 ep (25%) , 1d20x1,000 gp (50%), 1d10x100 pp (40%), 4d10 gems (25%), 1d12 jewelry (15%), 3 magic items (no magic weapons) and 1 magic scroll and 1 magic potion (40%).; BOOK: OSRIC-267
GORGON	CFXCHXCMXCPXDGXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	9	3	Freq: Rare; #ENC: 1d4; SIZE: Large; MOVE: 120 ft; AC: 2; HD: 8; ATK: 1; DMG: 2d6; SA: Petrifying breath; SD: None; MR: Standard; LAIR: 40%; INT: Animal; AL: N; XP: 1,500+10/hp; TRS: (In lair only) 1d8x1,000 cp (10%), 1d12x1,000 sp (25%), 1d6x1,000 ep (25%), 1d8x1,000 gp (25%), 1d10 gems (15%), 1d8 jewelry (10%), any four magic items (25%).; BOOK: OSRIC-275
GORGOSAURUS	TMXTHXTFXTS	15	5	Freq: Uncommon; #ENC: 1 or 2d8; SIZE: Large; MOVE: 150 ft; AC: 6; HD: 14; ATK: 1; DMG: 3d6; SA: None; SD: None; MR: Standard; LAIR: 15%; INT: Animal; AL: N; XP: 1,500+18/hp; TRS: None; BOOK: OSRIC-227
GREY OOZE	DG	5	3	Freq: Rare; #ENC: 1d3; SIZE: Medium to large; MOVE: 10 ft; AC: 8; HD: 3+3; ATK: 1; DMG: 2d8; SA: See Page; SD: See Page; MR: See Page; LAIR: None; INT: Animal; AL: N; XP: 75+3/hp; TRS: None; BOOK: OSRIC-276
GRIFFON	CHXCMXFWXPDXPHXPMXSWXTM	8	5	Freq: Uncommon; #ENC: 2d6; SIZE: Large; MOVE: 120 ft, 300 ft flying (AA: level IV); AC: 3; HD: 7; ATK: 3; DMG: 1d4/1d4/2d8; SA: None; SD: None; MR: Standard; LAIR: 25%; INT: Semi-; AL: N; XP: 225+8/hp; TRS: 1d12x1,000 cp (20%), 1d6x1,000 sp (30%), 1d4x1,000 ep (10%), 1d6 gems (25%), 1d3 jewelry (20%), 2 magic items (10%), 2d4 potions (40%).; BOOK: OSRIC-276
GRIMLOCK	DG	1	5	Freq: Uncommon; #ENC: 20d10; SIZE: Medium; MOVE: 120 ft; AC: 5; HD: 2; ATK: 1; DMG: 1d6 or by weapon; SA: None; SD: See Page; MR: Special; LAIR: 75%; INT: Average; AL: NE; XP: 28+2/hp; TRS: 1d6x1,000 cp (25%), 1d4x1,000 sp (25%), 2d10x100 gp (25%), 1d8 gems (25%), 1d4 jewelry (25%) and 1 magic item (10%, armour or weapon only).; BOOK: OSRIC-199
HALFLING	CFXCHXCPXDG	0	3	Freq: Rare; #ENC: 30d10; SIZE: Small; MOVE: 90 ft; AC: 7; HD: 1d6 hp; ATK: 1; DMG: 1d6 or by weapon; SA: +3 to hit with bow or sling; SD: Save at 4 levels higher (see page); MR: See Page; LAIR: 70%; INT: Very; AL: LG; XP: 5+1/hp; TRS: 3d8 sp per individual.; BOOK: OSRIC-195
HARPY	CFXCHXCMXCPXDGXFWXPDXPFXPHXPMXPPXPSXSWXTFXTHXTMXTS	4	3	Freq: Rare; #ENC: 2d6; SIZE: Medium; MOVE: 60 ft, 150 ft flying (AA: level IV); AC: 7; HD: 3; ATK: 3; DMG: 1d3/1d3/1d6; SA: Singing and charm; SD: None; MR: Standard; LAIR: 25%; INT: Low; AL: CE; XP: 50+3/hp; TRS: 1d12x1,000 cp (20%), 1d6x1,000 sp (30%), 1d4x1,000 ep (10%), 1d6 gems (25%), 1d3 jewelry (20%), any 2 magic items (10%).; BOOK: OSRIC-276
HELL HOUND	DGXPDXPHXPMXPSXTHXTMXTS	7	1	Freq: Very Rare; #ENC: 2d4; SIZE: Medium; MOVE: 120 ft; AC: 4; HD: 4 to 7; ATK: 1; DMG: 1d10; SA: Breathe fire; SD: See Page; MR: Standard; LAIR: 30%; INT: Low; AL: LE; XP: 75+4/hp, 110+5/hp, 160+6/hp, 225+8/hp; TRS: 1d12x1,000 cp (20%), 1d6x1,000 sp (30%), 1d4x1,000 ep (10%), 1d6 gems (25%), 1d3 jewelry (25%), 2 magic items (10%).; BOOK: OSRIC-277
HIPPOGRIFF	CHXCMXFWXPHXPMXSWXTHXTM	5	3	Freq: Rare; #ENC: 2d8; SIZE: Large; MOVE: 180 ft, 360 ft flying (AA: level IV); AC: 5; HD: 3+3; ATK: 3; DMG: 1d6/1d6/1d10; SA: None; SD: None; MR: Standard; LAIR: 10%; INT: Semi-; AL: N; XP: 150+3/hp; TRS: 5d4 gems (50%).; BOOK: OSRIC-277
HIPPOPOTAMUS	TS	9	5	Freq: Uncommon; #ENC: 2d6; SIZE: Large; MOVE: 90 ft, 120 ft swimming; AC: 6; HD: 8; ATK: 1; DMG: 2d6 or 3d6; SA: See Page; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 600+12/hp; TRS: None; BOOK: OSRIC-252
HOBGOBLIN	CFXCHXCMXCPXDGXPDXPFXPHXPMXPPXPSXTHXTMXTS	1	5	Freq: Uncommon; #ENC: 20d10; SIZE: Medium (6 1/2 ft tall); MOVE: 90 ft; AC: 5; HD: 1+1; ATK: 1; DMG: 1d8 or by weapon; SA: None; SD: None; MR: Standard; LAIR: 25%; INT: Average; AL: LE; XP: 20+2/hp; TRS: Individual 3d12 cp, 2d8 gp; Lair 1d8x1,000 cp (75%), 1d12x1,000 sp (60%), 1d8x1,000 ep (35%), 1d6x1,000 gp (50%), 5d4 gems (50%), 1d6 jewelry (25%), 1 potion (15%).; BOOK: OSRIC-199
HOMONCULUS	X	3	1	Freq: Very Rare; #ENC: 1; SIZE: Small (18 in); MOVE: 60 ft, 180 flying (AA: level V); AC: 6; HD: 2; ATK: 1; DMG: 1d3; SA: Bite causes sleep; SD: See Page; MR: See Page; LAIR: None; INT: See Page; AL: See Page; XP: 81+2/hp; TRS: None; BOOK: OSRIC-277
HORNED DEVIL (GREATER DEVIL; CORNUGON, MALIBRANCHAI)	DG	7	5	Freq: Uncommon; #ENC: 1d2 or 1d4+1; SIZE: Large; MOVE: 90 ft, 180 ft flying (AA: level III); AC: -5; HD: 5+5; ATK: 2 claws/1 bite/1 tail or 1 weapon/1 tail; DMG: 1d4/1d4/1d4+1/1d3 or by weapon/1d3; SA: See Page; SD: +1 or better magic weapon to hit; MR: 50%; LAIR: 55%; INT: High; AL: LE; XP: 1,320+6/hp; TRS: If a horned devil lair is found, it may contain a hoard of 3d6x100 pp (30%), 2d10 gems (55%), 1d12 jewelry (50%) and perhaps even a random magic item (15%).; BOOK: OSRIC-223
HORSE, DRAFT	CFXCHXCMXCPXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	4	13	Freq: Common; #ENC: 1; SIZE: Large; MOVE: 120 ft; AC: 7; HD: 3; ATK: 1; DMG: 1d3; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 20+2/hp; TRS: None; BOOK: OSRIC-252
HORSE, HEAVY	CFXCHXCMXCPXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	5	5	Freq: Uncommon; #ENC: 1; SIZE: Large; MOVE: 150 ft; AC: 7; HD: 3+3; ATK: 3; DMG: 1d8/1d8/1d3; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 20+2/hp; TRS: None; BOOK: OSRIC-252
HORSE, LIGHT	CFXCHXCMXCPXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	3	5	Freq: Uncommon; #ENC: 1; SIZE: Large; MOVE: 240 ft; AC: 7; HD: 2; ATK: 2; DMG: 1d4/1d4; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 20+2/hp; TRS: None; BOOK: OSRIC-252
HORSE, MEDIUM	CFXCHXCMXCPXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	4	5	Freq: Uncommon; #ENC: 1; SIZE: Large; MOVE: 180 ft; AC: 7; HD: 2+2; ATK: 3; DMG: 1d6/1d6/1d3; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 20+2/hp; TRS: None; BOOK: OSRIC-252
HORSE, PONY	CFXCHXCMXCPXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	3	5	Freq: Uncommon; #ENC: 1; SIZE: Large; MOVE: 120 ft; AC: 7; HD: 1+1; ATK: 1; DMG: 1d2; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 20+2/hp; TRS: None; BOOK: OSRIC-252
HORSE, WILD	CFXCHXCMXCPXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	3	5	Freq: Uncommon; #ENC: 5d6; SIZE: Large; MOVE: 240 ft; AC: 7; HD: 2; ATK: 1; DMG: 1d3; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 20+2/hp; TRS: None; BOOK: OSRIC-252
HYDRA	CFXCMXCPXPFXPMXPPXPSXTFXTMXTS	14	5	Freq: Uncommon; #ENC: 1; SIZE: Large; MOVE: 90 ft; AC: 5; HD: 5 to 16; ATK: 5 to 16; DMG: 1d6, 1d8, 1d10 or 1d12 based on size; SA: None; SD: None; MR: Standard; LAIR: 20%; INT: Semi-; AL: N; XP: 110+5/hp up to 5,000+20/hp; TRS: 1d8x1,000 cp (50%), 1d6x1,000 p (25%), 1d4x1,000 ep (25%), 1d3x1,000 gp (25%), 1d8 gems (30%), 1d4 jewelry (20%), sword, armour or misc. weapon (10%).; BOOK: OSRIC-278
HYENA, GIANT	TFXTHXTS	5	1	Freq: Very Rare; #ENC: 1d6; SIZE: Large; MOVE: 180 ft; AC: 5; HD: 4; ATK: 1; DMG: 2d6; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 160+6/hp; TRS: None; BOOK: OSRIC-253
HYENA, HUGE	TFXTHXTS	4	3	Freq: Rare; #ENC: 2d6; SIZE: Medium; MOVE: 120 ft; AC: 6; HD: 3; ATK: 1; DMG: 2d4+1; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 75+3/hp; TRS: None; BOOK: OSRIC-253
HYENA, NORMAL	TFXTHXTS	3	13	Freq: Common; #ENC: 2d6; SIZE: Medium; MOVE: 120 ft; AC: 7; HD: 2; ATK: 1; DMG: 2d4; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 50+2/hp; TRS: None; BOOK: OSRIC-253
HYPACROSAURUS	TMXTHXTFXTS	10	5	Freq: Uncommon; #ENC: 5d8; SIZE: Large; MOVE: 150 ft; AC: 7; HD: 9; ATK: 1; DMG: 1d6; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 750+10/hp; TRS: None; BOOK: OSRIC-228
ICE DEVIL (GREATER DEVIL)	DG	12	5	Freq: Uncommon; #ENC: 1 or 1d4; SIZE: Large; MOVE: 60 ft; AC: -4; HD: 11; ATK: 2 claws/1 mandible/1 tail or spear; DMG: 1d4/1d4/2d4/3d4 or 2d6+4 plus freezing; SA: See Page; SD: +2 or better magic weapon to hit; MR: 55%; LAIR: 60%; INT: High; AL: LE; XP: 4,400+16/hp; TRS: If their lair is plundered, ice devils will have a buried cache containing 2d4x1,000 gp (40%), 1d6x10 pp (50%), 4d8 gems (55%) , and 1d12 jewelry (45%).; BOOK: OSRIC-224
IGUANODON	TFXTHXTMXTS	7	13	Freq: Common; #ENC: 3d6; SIZE: Large; MOVE: 150 ft; AC: 4; HD: 6; ATK: 3; DMG: 1d3/1d3/2d4; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 500+10/hp; TRS: None; BOOK: OSRIC-229
IMP (LESSER DEVIL)	DG	4	1	Freq: Very Rare; #ENC: 1; SIZE: Small; MOVE: 60 ft, 180 ft flying (AA: level V); AC: 2; HD: 2+2; ATK: Tail; DMG: 1d4 + poison (see page); SA: See Page; SD: See Page; MR: 25%; LAIR: None; INT: Average; AL: LE; XP: 275+3/hp; TRS: Imps normally possess no treasure of any kind. If encountered in their lair in the lower planes however, they might have a small hoard of 1d4x1,000 cp (25%) and 1d3x1,000 sp (20%).; BOOK: OSRIC-224
INDRICOTHERIUM	CFXCHXCMXCPXPDXPS	15	3	Freq: Rare; #ENC: 1d3; SIZE: Large; MOVE: 120 ft; AC: 5; HD: 14; ATK: 2; DMG: 5d4; SA: None; SD: None; MR: Standard; LAIR: None; INT: Animal; AL: N; XP: 1,800+18/hp; TRS: None; BOOK: OSRIC-253
INVISIBLE STALKER	DG	9	1	Freq: Very Rare; #ENC: 1; SIZE: Large (8 ft tall); MOVE: 120 ft; AC: 3; HD: 8; ATK: 1; DMG: 2d8; SA: Surprise on 1-5 on 1d6; SD: Invisibility; MR: 30%; LAIR: None; INT: High; AL: N; XP: 1,100+10/hp; TRS: None; BOOK: OSRIC-278
JACKAL, GIANT	PDXPFXPHXPPXPSXTFXTHXTS	5	1	Freq: Very Rare; #ENC: 1d4; SIZE: Medium; MOVE: 180 ft; AC: 5; HD: 4; ATK: 1; DMG: 1d8; SA: None; SD: None; MR: Standard; LAIR: 25%; INT: Animal; AL: N; XP: 75+3/hp; TRS: None; BOOK: OSRIC-253
JACKAL, HUGE	PDXPFXPHXPPXPSXTFXTHXTS	3	3	Freq: Rare; #ENC: 1d6; SIZE: Small; MOVE: 150 ft; AC: 6; HD: 2; ATK: 1; DMG: 1d4+1; SA: None; SD: None; MR: Standard; LAIR: 25%; INT: Animal; AL: N; XP: 30+1/hp; TRS: None; BOOK: OSRIC-253
JACKAL, NORMAL	PDXPFXPHXPPXPSXTFXTHXTS	2	13	Freq: Common; #ENC: 1d6; SIZE: Small; MOVE: 120 ft; AC: 7; HD: 1; ATK: 1; DMG: 1d4; SA: None; SD: None; MR: Standard; LAIR: 25%; INT: Animal; AL: N; XP: 10+1/hp; TRS: None; BOOK: OSRIC-253
JACKALWERE	DGXPDXPFXPHXPSXTFXTHXTS	5	3	Freq: Rare; #ENC: 1d4; SIZE: Small (medium); MOVE: 120 ft; AC: 4; HD: 4; ATK: 1; DMG: 2d8 or by weapon; SA: Gaze causes sleep; SD: Iron or +1 weapon to hit; MR: Standard; LAIR: 30%; INT: Very; AL: CE; XP: 75+4/hp; TRS: 1d12x1,000 cp (20%), 1d6x1,000 sp (30%), 1d4x1,000 ep (10%), 1d6 gems (25%), 1d3 jewelry (20%), any 2 magic items (10%).; BOOK: OSRIC-279
KOBOLD	CFXCHXCMXDGXPFXPHXPMXPSXTFXTHXTMXTS	0	5	Freq: Uncommon; #ENC: 40d10; SIZE: Small (3 ft tall); MOVE: 60 ft; AC: 7; HD: 1d4 hp; ATK: 1; DMG: 1d4 or by weapon; SA: None; SD: None; MR: Standard; LAIR: 40%; INT: Average (low); AL: LE; XP: 5+1/hp; TRS: Individual 3d6 cp; Lair 1d4x1,000 cp (50%), 1d3x1,000 sp (30%), 1d4 gems (50%).; BOOK: OSRIC-200
KRAKEN	SW	21	1	Freq: Very Rare; #ENC: 1; SIZE: Large; MOVE: 210 ft swimming; AC: 5/0; HD: 20; ATK: 9; DMG: 2d6(x8)/5d4; SA: See Page; SD: See Page; MR: Standard; LAIR: 75%; INT: Genius; AL: NE; XP: 17,500+30/hp; TRS: 12d4x1,000 gp (50%), 1d8x1,000 pp (50%), 9d6 gems (55%), 2d10 jewelry (45%), 4 magic items + 1d6 scrolls + 2d4 potions (50%).; BOOK: OSRIC-279
KULLULE (DEMONIC HORDLING)	DG	2	3	Freq: Rare; #ENC: 4d4; SIZE: Small; MOVE: 30 ft; AC: 7; HD: 1; ATK: 2 claws/1 bite; DMG: 1d2/1d2/1d4; SA: None; SD: +1 or better magic weapon to hit; MR: Standard; LAIR: None; INT: Semi-; AL: CE; XP: 18+1/hp; TRS: None; BOOK: OSRIC-218
LAMIA	PD	10	1	Freq: Very Rare; #ENC: 1; SIZE: Medium; MOVE: 240 ft; AC: 3; HD: 9; ATK: 1; DMG: 1d4; SA: See Page; SD: None; MR: Standard; LAIR: 60%; INT: High; AL: CE; XP: 1,500+12/hp; TRS: 1d8x1,000 cp (10%), 1d12x1,000 sp (15%), 1d8x1,000 ep (15%), 1d6x1,000 gp (50%), 1d10 gems (30%), 1d6 jewelry (25%), any 2 magic item + 1 potion (15%).; BOOK: OSRIC-279
LAMMASU	DGXFWXPDXPFXPHXPMXPPXPSXSWXTFXTHXTMXTS	9	3	Freq: Rare; #ENC: 1d8; SIZE: Large; MOVE: 120 ft, 240 ft flying (AA: level III); AC: 6; HD: 7+7; ATK: 2; DMG: 1d6+1/1d6+1; SA: See Page; SD: See Page; MR: 30%; LAIR: 25%; INT: Genius; AL: LG; XP: 875+10/hp; TRS: 2d4x1,000 gp (45%), 1d8x100pp (60%), 4d8 gems (50%), 2d6 jewelry (40%), 2d4 potions (40%), 1 misc magic (20%).; BOOK: OSRIC-280
LEECH, GIANT	DGXFWXPSXTS	4	5	Freq: Uncommon; #ENC: 4d4; SIZE: Small; MOVE: 30 ft; AC: 9; HD: 1 to 4; ATK: 1; DMG: 1d4 (1 HD), 1d6 (2-3 HD) or 1d8 (4 HD); SA: See Page; SD: None; MR: Standard; LAIR: None; INT: Non-; AL: N; XP: 50+3/hp; TRS: None; BOOK: OSRIC-280
LEMURE (LEAST DEVIL)	DG	4	13	Freq: Common; #ENC: 5d6; SIZE: Medium; MOVE: 30 ft; AC: 7; HD: 3; ATK: 1 pseudopod; DMG: 1d3; SA: None; SD: See Page; MR: Standard; LAIR: 100%; INT: Semi-; AL: LE; XP: 65+3/hp; TRS: None; BOOK: OSRIC-224
LEPRECHAUN	DGXPFXPHXPP	0	5	Freq: Uncommon; #ENC: 1d20; SIZE: Small; MOVE: 150 ft; AC: 8; HD: 1d4 + 1hp; ATK: None; DMG: None; SA: See Page; SD: See Page; MR: 80%; LAIR: 10%; INT: Exceptional; AL: N; XP: 50+3/hp; TRS: 1d20x1,000 sp (10%), 1d12x1,000 ep (15%), 1d8x1,000 gp (40%), 1d8x100 pp (35%), 3d10 gems (20%), 1d10 jewelry (10%), 3 magic items (no sword or misc. weapon), 1 potion, 1 scroll (30%).; BOOK: OSRIC-235
LICH	DG	15	1	Freq: Very Rare; #ENC: 1; SIZE: Medium; MOVE: 60 ft; AC: 0; HD: 12 or more; ATK: 1; DMG: 2d6 + paralyzation; SA: Spell use (as Magic User, Cleric or both) at at least 18th level of ability; fear.; SD: +1 or better weapon to hit; immune to cold, electrical, poison, paralysation, polymorph, and death magic, as well as sleep, charm, hold and other mental based attacks; spells that drain attributes or statistics also have no effect.; MR: Standard; LAIR: 95%; INT: Genius or higher; AL: Any E; XP: at least 10,000+16/hp; TRS: (1d4+1)x1,000 cp (30%); (d4+1)x1,000 sp (25%); 1d6x1,000 ep (40%); (1d8+1)x1,000 gp (45%); 1d4x1,000 pp (25%); 5d8 gems (55%); 8d4 jewelry (45%); any 3 magic items save potions (40%).; BOOK: OSRIC-240
LION	PDXPFXPHXPMXPPXPSXTFXTHXTMXTS	8	13	Freq: Common; #ENC: 2d6; SIZE: Large; MOVE: 120 ft; AC: 5; HD: 5+3; ATK: 3; DMG: 1d6/1d6/1d10; SA: Rear claws; SD: Only surprised on 1; MR: Standard; LAIR: 25%; INT: Semi-; AL: N; XP: 250+6/hp; TRS: None; BOOK: OSRIC-253
LION, COUGAR	PDXPFXPHXPMXPPXPS	5	13	Freq: Common; #ENC: 1d2; SIZE: Medium; MOVE: 150 ft; AC: 6; HD: 3+2; ATK: 3; DMG: 1d4/1d4/1d6; SA: Rear claws; SD: Only surprised on 1; MR: Standard; LAIR: 15%; INT: Semi-; AL: N; XP: 100+3/hp; TRS: None; BOOK: OSRIC-253
LION, PREHISTORIC	CFXCHXCMXCPXPDXPHXPMXPPXTFXTHXTM	8	3	Freq: Rare; #ENC: 2d4; SIZE: Large; MOVE: 120 ft; AC: 5; HD: 6+3; ATK: 3; DMG: 2d4/2d4/2d6; SA: Rear claws; SD: Only surprised on 1; MR: Standard; LAIR: 25%; INT: Semi-; AL: N; XP: 300+6/hp; TRS: None; BOOK: OSRIC-253
LIZARD MAN	DGXFWXPSXTS	4	3	Freq: Rare; #ENC: 10d4; SIZE: Medium (7 ft tall); MOVE: 60 ft, swimming 120 ft; AC: 5 (4 with shield); HD: 2+1; ATK: 3; DMG: 1d2/1d2/1d8; SA: See Page; SD: None; MR: Standard; LAIR: 30%; INT: Low (average); AL: N; XP: 20+2/hp; TRS: Lair 1d8x1,000 cp (10%), 1d12x1,000 sp (15%), 1d8x1,000 ep (15%), 1d6x1,000 gp (50%), 1d10 gems (30%), 1d6 jewelry (25%), 2 magic items or 1 potion (15%).; BOOK: OSRIC-200
LIZARD, GIANT	DGXPFXPPXPSXTFXTS	5	5	Freq: Uncommon; #ENC: 2d6; SIZE: Large (20 ft long); MOVE: 150 ft; AC: 5; HD: 3+1; ATK: 1; DMG: 1d8+1; SA: See Page; SD: None; MR: Standard; LAIR: None; INT: Non-; AL: N; XP: 120+4/hp; TRS: None; BOOK: OSRIC-280
LIZARD, GIANT CAVE	DG	7	5	Freq: Uncommon; #ENC: 1d6; SIZE: Large (20 ft long); MOVE: 120 ft; AC: 5; HD: 6; ATK: 1; DMG: 2d6; SA: See Page; SD: None; MR: Standard; LAIR: None; INT: Non-; AL: N; XP: 375+6/hp; TRS: In lair: 1d4x1,000 cp (30%), 2d4x1,000 sp (40%), 1d3x1,000 ep (25%), 1d4 gems (50%).; BOOK: OSRIC-280
LIZARD, GIANT FIRE	PMXTM	11	1	Freq: Very Rare; #ENC: 1d4; SIZE: Large (30 ft long); MOVE: 90 ft; AC: 3; HD: 10; ATK: 3; DMG: 1d8/1d8/2d8; SA: See Page; SD: See Page; MR: Standard; LAIR: 40%; INT: Animal; AL: N; XP: 1,500+14/hp; TRS: In lair: 1d8x1,000 cp (45%), 1d6x1,000 sp (30%), 1d6x1,000 ep (25%), 1d4x1,000 gp (33%), 1d4x100 pp (10%), 2d4 gems (30%), 1d6 jewelry (20%), Magic Sword/Armor/Weapon (12%), 2d4 potions (50%), 1d6 scrolls (40%).; BOOK: OSRIC-280
LIZARD, GIANT MONITOR	DGXTHXTM	9	3	Freq: Rare; #ENC: 1d6; SIZE: Large (40 ft long); MOVE: 60 ft; AC: 5; HD: 8; ATK: 3; DMG: 2d6/2d6/3d6; SA: See Page; SD: None; MR: Standard; LAIR: None; INT: Non-; AL: N; XP: 925+10/hp; TRS: In lair: 4d6 cp (90%), 3d6 sp (80%), 3d6 ep (70%), 2d6 gp (60%), 1d6 pp (50%), 2d6 gems (40%), 1d2 magic items (10%).; BOOK: OSRIC-280
LOCATHAH	FWXSW	3	3	Freq: Rare; #ENC: 20d10; SIZE: Medium; MOVE: 120 ft; AC: 6; HD: 2; ATK: 1; DMG: By weapon; SA: None; SD: None; MR: Standard; LAIR: 10%; INT: Very; AL: N; XP: 30+1/hp; TRS: In lair: 1d4x1,000 cp (30%), 1d6x1,000 sp (20%), 1d8x1,000 ep (30%), 1d10x1,000 gp (40%), 1d6x100 pp (25%), 3d12 gems (65%), 4d10 jewelry (50%), 3 random magic sword/armor/misc. Item (33%).; BOOK: OSRIC-281
LURKER ABOVE	DG	11	3	Freq: Rare; #ENC: 1; SIZE: Large; MOVE: 10 ft, 90 ft flying; AC: 6; HD: 10; ATK: 1; DMG: 1d6; SA: See Page; SD: None; MR: Standard; LAIR: 95%; INT: Non-; AL: N; XP: 1,500+4/hp; TRS: 1d10x1,000 cp (25%), 1d8x1,000 sp (25%), 1d6x1,000 gp (25%), 1d6 gems (25%), 1d3 jewelry (25%) and any two Magic Items (10%).; BOOK: OSRIC-282
MANTICORE	CFXCHXCMXCPXDGXFWXPDXPHXPMXPPXPSXSWXTFXTHXTMXTS	8	5	Freq: Uncommon; #ENC: 1d4; SIZE: Large; MOVE: 120 ft, 180 ft flying (AA: level II); AC: 4; HD: 6+3; ATK: 3; DMG: 1d3/1d3/1d8; SA: Tail spikes; SD: None; MR: Standard; LAIR: 20%; INT: Low; AL: LE; XP: 525+8/hp; TRS: 1d10x1,000 cp (5%), 1d12x1,000 sp (25%), 1d6x1,000 ep (25%), 1d8x1,000 gp (25%), 1d12 gems, 1d8 jewelry, 3 misc. magic and 1 scroll (25%).; BOOK: OSRIC-282
MEDUSA	CFXCHXCMXCPXDGXPDXPFXPHXPMXPPXPSXTFXTHXTMXTS	8	3	Freq: Rare; #ENC: 1d3; SIZE: Medium; MOVE: 90 ft; AC: 5; HD: 6+1; ATK: 1; DMG: 1d6; SA: Poison, petrification; SD: Non; MR: Standard; LAIR: 50%; INT: Very to high; AL: NE; XP: 750+6/hp; TRS: 1d6x1,000 sp (30%), 1d2x1,000 ep (25%), 2d6x1,000 gp (70%), 10d4 gems (50%), 1 misc magic + 1 potion (60%).; BOOK: OSRIC-282
